short_description,category
"The Panama Papers show politicians and mining, oil and gas interests benefit from secrecy and dubious multimillion dollar transfers",POLITICS
A Langley profile has often come with something reminiscent of the curse of the Sports Illustrated cover.,POLITICS
Talk about an empty threat.,POLITICS
A 1999 interview shows just how much he's flip-flopped on key issues.,POLITICS
Super Tuesday is the biggest test yet for the presidential candiates. Here's the bar each will have to clear.,POLITICS
It's like watching the worst reality TV show ever.,POLITICS
The appeals court decision won't necessarily doom the Consumer Financial Protection Bureau.,POLITICS
And Trump's personal lawyer reportedly asked a top aide to Russian President Vladimir Putin for help.,POLITICS
The Baptist church carnage was the 307th mass shooting in the U.S. this year.,POLITICS
"eBay founder Pierre Omidyar gave $100k. Oh, and a Cards Against Humanity guy chipped in.",POLITICS
"On the same day that Wisconsin Governor Scott Walker announced his run for president, the Wisconsin GOP has proposed a virtual gutting of Wisconsin's open records law, long considered one of the best in the nation.",POLITICS
"Since Democrats raced to distance themselves from Carter with almost as much vigor as Republican embraced him, the Carter failure meme has gone unchallenged for 35 years.  With Carter's announcement that he is fighting advanced cancer, maybe it is time to set the record straight.",POLITICS
"An ACLU lawyer representing the former detainees says the Senate torture report is ""really why our clients are able to pursue this case.”",POLITICS
"The HUD secretary previously denied knowing $31,000 in taxpayer money had been spent on a dining set.",POLITICS
He filed legislation to do it.,POLITICS
"“If they are not going to protect me, why would I bring them with me to America?” the president said.",POLITICS
They're reaching out to voters ahead of Tuesday's primary.,POLITICS
"GOP hopes it will ""delight conservative voters."" President Obama will veto it immediately.",POLITICS
We need a bold inter-racial movement to demand social justice for all of America's sons and daughters. That movement is already underway.,POLITICS
What are we to make of our nation as we celebrate 241 years of Independence?,POLITICS
Pence prefers not to discuss his past support for privatizing Social Security.,POLITICS
A federal judge ruled Papadopoulos must surrender Monday to serve his two-week prison term in connection with the Mueller probe.,POLITICS
"“Congress must make it extraordinarily difficult, if not impossible, for the Department to spy on the Congress or the news media,” said Rep. Jerrold Nadler.",POLITICS
The enemy of our enemy is still a war criminal.,POLITICS
Randall Woodfin is hoping to unseat the Alabama city’s two-term mayor.,POLITICS
"The Kansas Statehouse is one of the most ornate in the country. For a while, wherever my family traveled – New Hampshire",POLITICS
"""Why would anybody have sanctions if somebody’s doing some really great things?”",POLITICS
The Saint Paul Grill has declared Gene McCarthy a non-person and you can no longer swill your favorite drink while he gazes over you. I wish I could hear what he would say about it.  Too bad for a city that prides itself as one that pays homage to its history.,POLITICS
Government funding will expire on Sept. 30.,POLITICS
"Corbyn has drawn comparisons to Sanders, who is also running as an economic populist.",POLITICS
"The president said the program was ""unconstitutional,"" but he hasn't stopped it.",POLITICS
"""Can you imagine Ronald Reagan idolizing somebody like that?""",POLITICS
This new document is well worth a read by anyone who cares about the future of the Democratic party.,POLITICS
Never say never!,POLITICS
"“I’m unwilling to take no for an answer, I’m gonna make it law by executive order.""",POLITICS
Failure to agree on spending led to a partial three-day shutdown of government agencies last month.,POLITICS
"The Clinton campaign unveiled its transition team, which is to say, it announced the people who will field calls from Terry",POLITICS
"The “peace to prosperity” proposes a global fund of $50 billion for 179 infrastructure and business projects across Palestinian territories, Egypt, Lebanon and Jordan.",POLITICS
The ads attack four Republicans who tried to defund Planned Parenthood.,POLITICS
States welcome President-elect Donald Trump’s $1 trillion infrastructure plan. But their need is more than three times that,POLITICS
Is something the matter?,POLITICS
GOP divisions played only a minor role.,POLITICS
Shots fired.,POLITICS
"There’s an obvious trend in Trump’s cabinet picks: billionaires and generals. The billionaires favor private enterprise, capitalism",POLITICS
"Donald Trump is attacking Hillary Clinton these days, but eight years ago, in the midst of the 2008 Democratic primary race",POLITICS
"Welcome back to the White House, Blackhawks.",POLITICS
A Democratic experiment in Maine shows the issue hurt GOP Rep. Bruce Poliquin.,POLITICS
Everything you want to know about sex education in California.,POLITICS
"""You guys are hilarious. Talk to me more about how millennials need participation trophies.""",POLITICS
"C'mon, man.",POLITICS
House Democrats are seeking answers.,POLITICS
"In April, Ryan Zinke listened to Charles Johnson and Palmer Luckey's ideas for using technology along the U.S.-Mexico border.",POLITICS
"“Here we go again with you’re guilty until proven innocent,"" Trump said.",POLITICS
"“The past is never dead. It’s not even past.”  William Faulkner In March 1865, as the Civil War approached its fiery end",POLITICS
"Ya news, ya lose. 1. Ivanka Trump is getting her own office in the White House. Although she won’t be a government employee",POLITICS
Maybe. But probably not.,POLITICS
People are being turned away at airports.,POLITICS
Jason  Rapert said he introduced the legislation after several Arkansans said they were uncomfortable with the Clinton name.,POLITICS
"Sure, the bill is bipartisan. But it doesn't do much.",POLITICS
"Donald Trump’s pick for attorney general, long a climate denier, gave a bizarre interview about global warming in 2015.",POLITICS
“We took advantage of that to make sure we had the maximum leverage possible to get our people out and get them out safely.”,POLITICS
"Honestly, what do you expect at this point?",POLITICS
"He picked their friends, mentors and even family members for the job. Now let's see them oppose his agenda.",POLITICS
